Concept(EN)	ConceptClass	Concept(IT)	SubjectCode	No.Concept	No.Phrase	Feature	RelationType	Phrase
tower	building	torre	s129	10		3	is_tall	ese	costruzione_molto_alta
tower	building	torre	s129	10		4	is_medieval	st	medioevo
skyscraper	building	grattacielo	s129	11		1	a_building	ch	edificio
skyscraper	building	grattacielo	s129	11		2	has_many_floors	ece	a_più_piani
skyscraper	building	grattacielo	s129	11		3	is_tall	ese	molto_alto
skyscraper	building	grattacielo	s129	11		4	is_narrow	ese	molto_stretto
skyscraper	building	grattacielo	s129	11		5	found_in_New_York	sl	New_York
comb	implement	pettine	s129	12		1	used_for_hair	se	per_pettinarsi
comb	implement	pettine	s129	12		2	used_for_hair	se	per_togliere_i_nodi_dai_capelli
comb	implement	pettine	s129	12		3	used_by_girls	sp	una_ragazza_ne_ha_uno_in_borsa
onion	vegetable	cipolla	s129	13		1	a_vegetable	ch	verdura
onion	vegetable	cipolla	s129	13		2	causes_crying/tears	ic	se_la_tagli_piangi
onion	vegetable	cipolla	s129	13		3	has_layers	eci	è_fatta_a_strati
onion	vegetable	cipolla	s129	13		4	is_round	ese	rotonda
socks	clothing	calzini	s129	14		1	worn_on_feet	sf	si_indossano_ai_piedi
socks	clothing	calzini	s129	14		2	worn_under_shoes	sf	sotto_le_scarpe
socks	clothing	calzini	s129	14		3	clothing	ch	indumento
socks	clothing	calzini	s129	14		4	to_be_changed_often	sa	vanno_cambiati_spesso
socks	clothing	calzini	s129	14		5	has_holes	ece	bucati
ship	vehicle	nave	s129	15		1	a_vehicle	ch	veicolo
ship	vehicle	nave	s129	15		2	used_for_navigation	sf	viaggia_sul_mare
ship	vehicle	nave	s129	15		3	used_for_cargo	se	trasporta_merci
ship	vehicle	nave	s129	15		4	used_by_passengers	sp	trasporta_persone
ship	vehicle	nave	s129	15		5	eg_-_ferry_boat	cl	traghetti
eye	bodypart	occhio	s129	16		1	a_body_part	ch	parte_del_corpo
eye	bodypart	occhio	s129	16		2	used_for_seeing	sf	la_usiamo_per_vedere
eye	bodypart	occhio	s129	16		3	different_colours	ese	può_avere_diversi_colori
eye	bodypart	occhio	s129	16		4	there_are_2	eq	ne_abbiamo_2
table	furniture	tavolo	s129	17		1	furniture	ch	mobile
table	furniture	tavolo	s129	17		2	has_4_legs	ece	ha_4_gambe
table	furniture	tavolo	s129	17		3	used_for_holding	sf	usato_per_appoggiarci_sopra_gli_oggetti
table	furniture	tavolo	s129	17		4	used_for_eating_on	sf	usato_ai_pasti
bear	mammal	orso	s129	18		1	an_animal	ch	animale
bear	mammal	orso	s129	18		2	is_dangerous	iep	pericoloso
bear	mammal	orso	s129	18		3	associated_with_asociality	eae	usato_per_definire_una_persona_"asociale"
sparrow	bird	passero	s129	19		1	a_bird	ch	uccello
sparrow	bird	passero	s129	19		2	associated_with_Leopardi	eae	"Passero_Solitario"_di_Leopardi
leg	bodypart	gamba	s129	20		1	a_body_part	ch	parte_del_corpo
leg	bodypart	gamba	s129	20		2	there_are_2	eq	ne_abbiamo_2
leg	bodypart	gamba	s129	20		3	used_for_walking	sf	servono_per_camminare
leg	bodypart	gamba	s129	20		4	connected_to_foot	se	terminano_con_i_piedi
train	vehicle	treno	s129	21		1	a_vehicle	ch	mezzo
train	vehicle	treno	s129	21		2	used_for_travel	sf	di_locomozione
train	vehicle	treno	s129	21		3	used_on_rail_tracks	se	viaggia_su_rotaie
train	vehicle	treno	s129	21		4	has_cars	ece	composto_da_vagoni
train	vehicle	treno	s129	21		5	has_a_caboose	ece	trainato_dalla_locomotiva
owl	bird	gufo	s129	22		1	an_animal	ch	animale
owl	bird	gufo	s129	22		2	beh_-_is_nocturnal	eb	attivo_di_notte
owl	bird	gufo	s129	22		3	lives_in_forests	sl	vive_nelle_foreste
owl	bird	gufo	s129	22		4	a_bird_of_prey	ch	un_uccello_rapace
apple	fruit	mela	s129	23		1	a_fruit	ch	frutto
apple	fruit	mela	s129	23		2	is_red	ese	rosso
apple	fruit	mela	s129	23		3	is_yellow	ese	giallo
apple	fruit	mela	s129	23		4	is_green	ese	verde
apple	fruit	mela	s129	23		5	has_a_core	eci	ha_il_torsolo
apple	fruit	mela	s129	23		6	associated_with_Snowhite	eae	Biancaneve
dog	mammal	cane	s129	24		1	an_animal	ch	animale
dog	mammal	cane	s129	24		2	beh_-_barks	eb	abbaia
dog	mammal	cane	s129	24		3	is_man's_best_friend	sr	migliore_amico_dell'uomo
woodpecker	bird	picchio	s129	25		1	a_bird	ch	uccello
woodpecker	bird	picchio	s129	25		2	lives_in_mountains	sl	vive_in_montagna
woodpecker	bird	picchio	s129	25		3	has_a_long_beak	ece	ha_un_lungo_becco
woodpecker	bird	picchio	s129	25		4	beh_-_hits_against_trees_with_beak	eb	con_cui_"picchia"
seagull	bird	gabbiano	s130	1		1	has_wings	ece	ha_le_ali
seagull	bird	gabbiano	s130	1		2	a_bird	ch	è_un_uccello
seagull	bird	gabbiano	s130	1		3	lives_by_the_ocean	sl	vive_nei_pressi_del_mare
seagull	bird	gabbiano	s130	1		4	is_white	ese	è_di_colore_bianco
seagull	bird	gabbiano	s130	1		5	is_grey	ese	è_di_colore_grigio
bridge	building	ponte	s130	2		1	used_for_crossing_obstacles	sf	permette_di_passare_gli_ostacoli
bridge	building	ponte	s130	2		2	used_by_people	sp	è_calpestabile
bridge	building	ponte	s130	2		3	made_of_wood	em	in_legno
bridge	building	ponte	s130	2		4	made_of_stones	em	in_pietra
bridge	building	ponte	s130	2		5	made_of_steel	em	in_acciaio
jacket	clothing	giacca	s130	3		1	clothing	ch	è_un_vestito
jacket	clothing	giacca	s130	3		2	worn_for_the_cold	sf	protegge_dal_freddo
jacket	clothing	giacca	s130	3		3	has_buttons_in_front	ece	ha_i_bottoni_davanti
jacket	clothing	giacca	s130	3		4	is_long	ese	può_essere_lunga
jacket	clothing	giacca	s130	3		5	is_short	ese	può_essere_corta
armchair	furniture	poltrona	s130	4		1	used_for_sitting	sf	ci_si_siede_sopra
armchair	furniture	poltrona	s130	4		2	is_comfortable	ie	è_comoda
bus	vehicle	autobus	s130	5		1	used_by_passengers	sp	trasporta_le_persone
bus	vehicle	autobus	s130	5		2	requires_drivers	ic	guidato_da_un_autista
bus	vehicle	autobus	s130	5		3	used_by_many_passengers	sp	trasporta_tante_persone_alla_volta
sweater	clothing	pullover	s130	6		1	clothing	ch	è_un_capo_d'abbigliamento
sweater	clothing	pullover	s130	6		2	a_relative_of_jackets	cc	simile_alla_giacca
sweater	clothing	pullover	s130	6		3	has_buttons	ece	può_avvere_i_bottoni
peas	vegetable	piselli	s130	7		1	is_green	ese	verdura
peas	vegetable	piselli	s130	7		2	is_small	ese	piccoli
peas	vegetable	piselli	s130	7		3	is_round	ese	rotondi
peas	vegetable	piselli	s130	7		4	is_green	ese	verdi
peas	vegetable	piselli	s130	7		5	is_yellow	ese	gialli
horse	mammal	cavallo	s130	8		1	an_animal	ch	animale
horse	mammal	cavallo	s130	8		2	has_4_legs	ece	ha_4_zampe
horse	mammal	cavallo	s130	8		3	is_tall	ese	alto
horse	mammal	cavallo	s130	8		4	is_fast	iep	veloce
horse	mammal	cavallo	s130	8		5	used_by_riding	sa	si_può_cavalcare
pineapple	fruit	ananas	s130	9		1	a_fruit	ch	è_un_frutto
pineapple	fruit	ananas	s130	9		2	is_exotic	iep	esotico
pineapple	fruit	ananas	s130	9		3	has_yellow_pulp	eci	ha_la_polpa_gialla
pineapple	fruit	ananas	s130	9		4	tastes_sweet	esi	è_dolce
church	building	chiesa	s130	10		1	a_place	ch	è_un_luogo
church	building	chiesa	s130	10		2	has_walls_and_a_roof	eci	luogo_chiuso
church	building	chiesa	s130	10		3	used_by_many_people	sp	contiene_tante_persone
church	building	chiesa	s130	10		4	associated_with_Jesus	eae	è_dedicata_a_Gesù_Cristo
church	building	chiesa	s130	10		5	used_for_praying	sf	si_prega
church	building	chiesa	s130	10		6	used_by_believers	sp	si_ritrovano_persone_con_la_stessa_fede
airplane	vehicle	aeroplano	s130	11		1	a_vehicle	ch	è_un_mezzo
airplane	vehicle	aeroplano	s130	11		2	used_for_transportation	sf	di_trasporto
airplane	vehicle	aeroplano	s130	11		3	travels_in_the_sky	sl	vola_nel_cielo
airplane	vehicle	aeroplano	s130	11		4	used_by_passengers	sp	porta_gli_uomini
airplane	vehicle	aeroplano	s130	11		5	used_for_long_travel	sf	va_in_posti_molto_lontani_da_dove_è_partito
garage	building	garage	s130	12		1	a_place	ch	è_un_luogo
garage	building	garage	s130	12		2	has_walls_and_a_roof	eci	luogo_chiuso
garage	building	garage	s130	12		3	is_underground	sl	sotto_terra
garage	building	garage	s130	12		4	used_for_storing_cars	sf	contiene_le_macchine
garage	building	garage	s130	12		5	used_for_storing_bikes	sf	contiene_le_biciclette
garage	building	garage	s130	12		6	used_for_storing_motorbikes	sf	contiene_le_moto
finger	bodypart	dito	s130	13		1	a_body_part	ch	è_una_parte_del_corpo_umano
finger	bodypart	dito	s130	13		2	part_of_hand	ew	è_una_parte_della_mano
finger	bodypart	dito	s130	13		3	has_finger_bones	eci	è_costituito_dalle_falangi
finger	bodypart	dito	s130	13		4	beh_-_bends	eb	è_pieghevole
spinach	vegetable	spinaci	s130	14		1	a_vegetable	ch	sono_delle_verdure
spinach	vegetable	spinaci	s130	14		2	is_green	ese	sono_verdi
spinach	vegetable	spinaci	s130	14		3	is_edible	sa	si_mangiano
spinach	vegetable	spinaci	s130	14		4	eaten_by_cooking	sa	da_cotti
spinach	vegetable	spinaci	s130	14		5	has_iron	eci	sono_ricchi_di_ferro
hand	bodypart	mano	s130	15		1	a_body_part	ch	è_una_parte_del_corpo_umano
hand	bodypart	mano	s130	15		2	there_are_2	eq	sono_2
hand	bodypart	mano	s130	15		3	has_a_palm	ece	sono_costituite_da_palmo
hand	bodypart	mano	s130	15		4	has_fingers	ece	sono_costituite_da_dita
hand	bodypart	mano	s130	15		5	has_5_fingers	ece	una_mano_ha_5_dita
sword	implement	spada	s130	16		1	a_weapon	ch	è_un'arma
sword	implement	spada	s130	16		2	has_a_handle	ece	è_costituita_da_impugnatura
sword	implement	spada	s130	16		3	has_a_handle	ece	è_costituita_da_elsa
sword	implement	spada	s130	16		4	has_a_blade	ece	è_costituita_da_lama
sword	implement	spada	s130	16		5	is_sharp	ese	è_affilata
sword	implement	spada	s130	16		6	used_by_knights	sp	la_usavano_i_cavalieri
paintbrush	implement	pennello	s130	17		1	used_for_painting	sf	si_usa_per_dipingere
paintbrush	implement	pennello	s130	17		2	has_bristles	ece	ha_le_setole
paintbrush	implement	pennello	s130	17		3	is_thin	ese	può_avere_spessore_piccolo
paintbrush	implement	pennello	s130	17		4	is_medium_thick	ese	può_avere_spessore_medio
paintbrush	implement	pennello	s130	17		5	is_thick	ese	può_avere_spessore_grande
tongs	implement	pinze	s130	18		1	made_of_metal	em	sono_di_metallo
tongs	implement	pinze	s130	18		2	used_for_pulling	sf	servono_per_estrarre
pear	fruit	pera	s130	19		1	a_fruit	ch	è_un_frutto
pear	fruit	pera	s130	19		2	tastes_sweet	esi	è_dolce
pear	fruit	pera	s130	19		3	is_yellow	ese	è_gialla
pear	fruit	pera	s130	19		4	is_green	ese	è_verde
pear	fruit	pera	s130	19		5	is_brown	ese	è_marrone
chair	furniture	sedia	s130	20		1	made_of_wood	em	in_legno
chair	furniture	sedia	s130	20		2	made_of_metal	em	in_metallo
chair	furniture	sedia	s130	20		3	used_for_sitting	sf	si_usa_per_sedersi
chair	furniture	sedia	s130	20		4	has_a_back	ece	ha_uno_schienale
chair	furniture	sedia	s130	20		5	has_armrests	ece	può_avere_i_braccioli
chair	furniture	sedia	s130	20		6	has_4_legs	ece	ha_4_gambe
bed	furniture	letto	s130	21		1	used_for_lying_down	sf	si_usa_per_sdraiarsi
bed	furniture	letto	s130	21		2	used_for_sleeping	sf	si_usa_per_dormire
bed	furniture	letto	s130	21		3	has_a_mattress	ece	ha_un_materasso
bed	furniture	letto	s130	21		4	found_in_bedrooms	sl	è_nella_camera_da_letto
truck	vehicle	camion	s130	22		1	a_vehicle	ch	è_una_vettura
truck	vehicle	camion	s130	22		2	used_for_cargo	se	trasporta_diversi_tipi_di_merci
truck	vehicle	camion	s130	22		3	has_a_trailer	ece	ha_il_rimorchio
truck	vehicle	camion	s130	22		4	is_large	ese	è_grande
orange	fruit	arancia	s130	23		1	a_fruit	ch	è_un_frutto
orange	fruit	arancia	s130	23		2	has_an_orange_skin	ece	ha_la_buccia_arancione
orange	fruit	arancia	s130	23		3	is_juicy	esi	è_succoso
chemise	clothing	camicia	s130	24		1	clothing	ch	è_un_capo_d'abbigliamento
chemise	clothing	camicia	s130	24		2	has_buttons	ece	ha_i_bottoni
chemise	clothing	camicia	s130	24		3	has_a_collar	ece	ha_il_colletto
chemise	clothing	camicia	s130	24		4	has_long_sleeves	ece	maniche_lunghe
chemise	clothing	camicia	s130	24		5	has_short_sleeves	ece	maniche_corte
potato	vegetable	patata	s130	25		1	a_tuber	ch	è_un_tubero
potato	vegetable	patata	s130	25		2	grows_underground	sl	cresce_sotto_terra
potato	vegetable	patata	s130	25		3	tastes_sweet	esi	è_dolce
potato	vegetable	patata	s130	25		4	is_edible	sa	si_mangia
potato	vegetable	patata	s130	25		5	eaten_by_oven_baking	sa	al_forno
potato	vegetable	patata	s130	25		6	eaten_by_frying	sa	si_mangia_fritta
corn	vegetable	mais	s131	1		1	is_edible	sa	si_mangia
corn	vegetable	mais	s131	1		2	is_yellow	ese	è_giallo
corn	vegetable	mais	s131	1		3	comes_on_cobs	ese	viene_dalla_pannocchia
corn	vegetable	mais	s131	1		4	used_for_flour	se	si_fa_la_farina
cherry	fruit	ciliegia	s131	2		1	is_red	ese	è_rossa
cherry	fruit	ciliegia	s131	2		2	a_fruit	ch	è_un_frutto
cherry	fruit	ciliegia	s131	2		3	is_small	ese	è_piccolo
cherry	fruit	ciliegia	s131	2		4	is_edible	sa	si_mangia
cherry	fruit	ciliegia	s131	2		5	has_a_pit	eci	ha_l'osso
cherry	fruit	ciliegia	s131	2		6	grows_on_trees	sl	cresce_sull'albero
closet	furniture	armadio	s131	3		1	is_large	ese	è_grande
closet	furniture	armadio	s131	3		2	has_doors	ece	ha_le_ante
closet	furniture	armadio	s131	3		3	used_for_storing_clothing	sf	vi_si_mettono_i_vestiti
closet	furniture	armadio	s131	3		4	found_in_bedrooms	sl	si_trova_in_camera
shoes	clothing	scarpe	s131	4		1	worn_on_feet	sf	si_mettono_ai_piedi
shoes	clothing	scarpe	s131	4		2	worn_for_walking	sf	servono_per_camminare
shoes	clothing	scarpe	s131	4		3	different_kinds	eq	ce_ne_sono_di_vari_tipo
shoes	clothing	scarpe	s131	4		4	has_a_sharp_tip	ece	ce_ne_sono_a_punta
shoes	clothing	scarpe	s131	4		5	has_a_heel	ece	ce_ne_sono_col_tacco
shoes	clothing	scarpe	s131	4		6	there_are_2	eq	si_trovano_appaiate
broom	implement	scopa	s131	5		1	used_for_floor_cleaning	sf	si_usa_per_pulire_per_terra
broom	implement	scopa	s131	5		2	used_for_removing_dust	sf	tira_su_la_polvere
broom	implement	scopa	s131	5		3	made_of_wood	em	fatta_di_legno
head	bodypart	testa	s131	6		1	connected_to_neck	se	è_sul_collo
head	bodypart	testa	s131	6		2	has_a_brain	eci	contiene_il_cervello
head	bodypart	testa	s131	6		3	has_a_face	ece	è_composta_dalla_faccia
head	bodypart	testa	s131	6		4	has_hair	ece	vi_sono_i_capelli
monkey	mammal	scimmia	s131	7		1	a_mammal	ch	è_un_mammifero
monkey	mammal	scimmia	s131	7		2	a_primate	ch	è_un_primato
monkey	mammal	scimmia	s131	7		3	has_a_fur	ece	ha_il_pelo
monkey	mammal	scimmia	s131	7		4	lives_on_trees	sl	vive_sugli_alberi
monkey	mammal	scimmia	s131	7		5	is_intelligent	iep	è_relativamente_intelligente
rabbit	mammal	coniglio	s131	8		1	has_long_ears	ece	ha_le_orecchie_lunghe
rabbit	mammal	coniglio	s131	8		2	is_edible	sa	si_mangia
rabbit	mammal	coniglio	s131	8		3	has_a_fur	ece	ha_il_pelo
rabbit	mammal	coniglio	s131	8		4	has_a_white_fur	ece	ha_il_pelo_bianco
rabbit	mammal	coniglio	s131	8		5	has_a_brown_fur	ece	ha_il_pelo_marrone
rabbit	mammal	coniglio	s131	8		6	has_a_black_fur	ece	ha_il_pelo_nero
rabbit	mammal	coniglio	s131	8		7	has_a_cotton_ball_shaped_tail	ece	ha_la_cosa_a_batuffolo
rabbit	mammal	coniglio	s131	8		8	has_long_legs	ece	ha_le_zampe_lunghe
rabbit	mammal	coniglio	s131	8		9	has_long_posterior_legs	ece	ha_le_zampe_lunghe_dietro
rabbit	mammal	coniglio	s131	8		10	beh_-_eats_carrots	eb	mangia_carote
rabbit	mammal	coniglio	s131	8		11	has_protruding_teeth	ece	ha_i_denti_in_fuori
goose	bird	oca	s131	9		1	has_a_yellow_beak	ece	ha_il_becco_giallo
goose	bird	oca	s131	9		2	has_white_feathers	ece	ha_le_piume_bianche
goose	bird	oca	s131	9		3	beh_-_waddles	eb	sculetta
goose	bird	oca	s131	9		4	has_webbed_feet	ece	ha_i_piedi_palmati
tower	building	torre	s131	10		1	is_tall	ese	è_alta
tower	building	torre	s131	10		2	made_of_stones	em	è_fatta_di_pietra
tower	building	torre	s131	10		3	associated_with_princesses	eae	nelle_favole_vi_sono_imprigionate_le_principesse
tower	building	torre	s131	10		4	used_for_guarding	sf	è_a_guardia_dei_castelli
skyscraper	building	grattacielo	s131	11		1	is_tall	ese	è_altro
skyscraper	building	grattacielo	s131	11		2	used_by_many_people	sp	contiene_molte_persone
skyscraper	building	grattacielo	s131	11		3	found_in_big_cities	sl	si_trova_nelle_grandi_città
skyscraper	building	grattacielo	s131	11		4	a_construction	ch	è_una_costruzione
comb	implement	pettine	s131	12		1	used_for_hair	se	si_usa_per_pettinare_i_capelli
comb	implement	pettine	s131	12		2	is_useful	ie	è_utile
comb	implement	pettine	s131	12		3	has_teeth	ece	ha_i_denti
comb	implement	pettine	s131	12		4	used_for_hair	se	serve_per_scegliere_i_nodi_dei_capelli
onion	vegetable	cipolla	s131	13		1	is_round	ese	è_tonda
onion	vegetable	cipolla	s131	13		2	is_white	ese	bianca
onion	vegetable	cipolla	s131	13		3	is_red	ese	rossa
onion	vegetable	cipolla	s131	13		4	from_Tropea	sor	di_Tropea
onion	vegetable	cipolla	s131	13		5	causes_crying/tears	ic	fa_piangere
onion	vegetable	cipolla	s131	13		6	eaten_as_seasoning	se	si_usa_per_i_soffritti
onion	vegetable	cipolla	s131	13		7	grows_underground	sl	cresce_sotto_terra
socks	clothing	calzini	s131	14		1	worn_on_feet	sf	si_mettono_ai_piedi
socks	clothing	calzini	s131	14		2	worn_under_shoes	sf	si_mettono_prima_delle_scarpe
socks	clothing	calzini	s131	14		3	different_colours	ese	possono_essere_?colorati?
socks	clothing	calzini	s131	14		4	made_of_different_materials	em	di_vari_materiali
ship	vehicle	nave	s131	15		1	used_on_ocean	sl	va_sul_mare
ship	vehicle	nave	s131	15		2	is_fast	iep	è_veloce
ship	vehicle	nave	s131	15		3	used_for_cruising	sf	da_crociera
ship	vehicle	nave	s131	15		4	sinks	io	può_affondare
eye	bodypart	occhio	s131	16		1	used_for_seeing	sf	serve_per_vedere
eye	bodypart	occhio	s131	16		2	is_round	ese	è_tondo
eye	bodypart	occhio	s131	16		3	connected_to_optic_nerve	se	ha_collegato_il_nervo_ottico
eye	bodypart	occhio	s131	16		4	found_in_eyehole	sl	si_trova_nell'orbita
table	furniture	tavolo	s131	17		1	made_of_wood	em	di_legno
table	furniture	tavolo	s131	17		2	used_for_eating_on	sf	vi_si_mangia_sopra
table	furniture	tavolo	s131	17		3	has_4_legs	ece	ha_4_gambe
table	furniture	tavolo	s131	17		4	is_square	ese	può_essere_quadrato
table	furniture	tavolo	s131	17		5	is_round	ese	può_essere_tondo
table	furniture	tavolo	s131	17		6	is_rectangular	ese	può_essere_rettangolare
bear	mammal	orso	s131	18		1	is_large	ese	è_grande
bear	mammal	orso	s131	18		2	lives_in_forests	sl	vive_nel_bosco
bear	mammal	orso	s131	18		3	is_brown	ese	di_color_marrone
bear	mammal	orso	s131	18		4	beh_-_likes_fish	eb	mangia_pesce
bear	mammal	orso	s131	18		5	beh_-_likes_honey	eb	mangia_miele
sparrow	bird	passero	s131	19		1	a_bird	ch	è_un_uccello
sparrow	bird	passero	s131	19		2	beh_-_builds_nests	eb	vive_nel_nido
sparrow	bird	passero	s131	19		3	has_wings	ece	ha_le_ali
sparrow	bird	passero	s131	19		4	has_feathers	ece	ha_le_piume
leg	bodypart	gamba	s131	20		1	a_body_part	ch	è_una_parte_del_corpo
leg	bodypart	gamba	s131	20		2	there_are_2	eq	ce_ne_sono_due
leg	bodypart	gamba	s131	20		3	has_3_bones	eci	ha_3_ossa_fondamentali
leg	bodypart	gamba	s131	20		4	has_a_knee	ece	vi_è_il_ginocchio
train	vehicle	treno	s131	21		1	is_fast	iep	è_veloce
train	vehicle	treno	s131	21		2	is_long	ese	è_lungo
train	vehicle	treno	s131	21		3	has_a_caboose	ece	c'è_la_locomotiva
train	vehicle	treno	s131	21		4	has_cars	ece	ci_sono_i_vagoni
train	vehicle	treno	s131	21		5	used_on_rail_tracks	se	va_sulla_ferrovia
owl	bird	gufo	s131	22		1	a_bird	ch	è_un_uccello
owl	bird	gufo	s131	22		2	beh_-_is_nocturnal	eb	vive_di_notte
owl	bird	gufo	s131	22		3	beh_-_eats_mice	eb	mangia_topi
owl	bird	gufo	s131	22		4	has_large_eyes	ece	ha_gli_occhi_grandi
apple	fruit	mela	s131	23		1	a_fruit	ch	è_un_frutto
apple	fruit	mela	s131	23		2	grows_in_countryside	sl	si_coltiva_in_campagna
apple	fruit	mela	s131	23		3	is_red	ese	è_rossa
apple	fruit	mela	s131	23		4	is_yellow	ese	è_gialla
apple	fruit	mela	s131	23		5	is_green	ese	è_verde
apple	fruit	mela	s131	23		6	is_healthy	iep	toglie_il_medico_di_torno
dog	mammal	cane	s131	24		1	beh_-_barks	eb	abbaia
dog	mammal	cane	s131	24		2	beh_-_walks_on_4_feet	eb	cammina_con_4_zampe
dog	mammal	cane	s131	24		3	has_a_fur	ece	ha_il_pelo
dog	mammal	cane	s131	24		4	beh_-_has_strong_sense_of_smell	eb	ha_l'odorato_molto_sviluppato
woodpecker	bird	picchio	s131	25		1	a_bird	ch	è_un_uccello
woodpecker	bird	picchio	s131	25		2	has_a_long_beak	ece	ha_il_becco_lungo
woodpecker	bird	picchio	s131	25		3	beh_-_builds_nests_in_trees	eb	si_costruisce_il_nido_nei_tronchi_degli_alberi
woodpecker	bird	picchio	s131	25		4	beh_-_hits_against_trees_with_beak	eb	picchietta_il_becco_contro_l'albero
woodpecker	bird	picchio	s131	25		5	different_colours	ese	variopinto
seagull	bird	gabbiano	s132	1		1	beh_-_flies	eb	vola
seagull	bird	gabbiano	s132	1		2	has_a_long_beak	ece	ha_un_becco_abbastanza_lungo
seagull	bird	gabbiano	s132	1		3	has_white_feathers	ece	ha_le_penne_bianche
seagull	bird	gabbiano	s132	1		4	has_black_feathers	ece	ha_le_penne_nere
seagull	bird	gabbiano	s132	1		5	beh_-_eats_fish	eb	mangia_pesci
seagull	bird	gabbiano	s132	1		6	is_small	ese	non_molto_grande
bridge	building	ponte	s132	2		1	is_long	ese	lungo
bridge	building	ponte	s132	2		2	used_for_connecting_land	sf	collega_2_porzioni_di_terra
bridge	building	ponte	s132	2		3	used_for_crossing	sf	è_percorribile
bridge	building	ponte	s132	2		4	is_high_off_ground	sl	è_sospeso_nel_vuoto
jacket	clothing	giacca	s132	3		1	worn_for_warmth	sf	serve_per_tenere_caldo
jacket	clothing	giacca	s132	3		2	worn_on_the_upper_body	sf	si_indossa_sulla_parte_superiore_del_corpo
jacket	clothing	giacca	s132	3		3	is_opened	sa	si_può_aprire
jacket	clothing	giacca	s132	3		4	is_closed	sa	si_può_chiudere
armchair	furniture	poltrona	s132	4		1	is_comfortable	ie	è_comoda
armchair	furniture	poltrona	s132	4		2	used_for_sitting	sf	per_sedersi
armchair	furniture	poltrona	s132	4		3	is_large	ese	abbastanza_grande
armchair	furniture	poltrona	s132	4		4	is_common	ie	molto_comune
armchair	furniture	poltrona	s132	4		5	used_for_relaxing	sf	serve_a_rilassarsi
bus	vehicle	autobus	s132	5		1	used_by_many_passengers	sp	ospita_molte_persone
bus	vehicle	autobus	s132	5		2	used_by_many_passengers	sp	serve_a_trasportare_molta_gente
bus	vehicle	autobus	s132	5		3	is_slow	iep	è_abbastanza_lento
bus	vehicle	autobus	s132	5		4	is_cumbersome	iep	è_ingombrante
bus	vehicle	autobus	s132	5		5	is_hard_to_control	iep	è_difficile_da_manovrare
sweater	clothing	pullover	s132	6		1	worn_for_warmth	sf	serve_a_tenere_caldo
sweater	clothing	pullover	s132	6		2	worn_on_the_upper_body	sf	si_indossa_sulla_parte_superiore_del_corpo
sweater	clothing	pullover	s132	6		3	made_of_wool	em	di_lana
sweater	clothing	pullover	s132	6		4	is_common	ie	molto_comune
peas	vegetable	piselli	s132	7		1	tastes_good	ie	sono_abbastanza_buoni
peas	vegetable	piselli	s132	7		2	is_small	ese	di_dimensioni_ridotte
peas	vegetable	piselli	s132	7		3	is_cheap	ie	economici
peas	vegetable	piselli	s132	7		4	is_green	ese	verdi
peas	vegetable	piselli	s132	7		5	is_yellow	ese	gialli
peas	vegetable	piselli	s132	7		6	is_common	ie	molto_comuni
peas	vegetable	piselli	s132	7		7	grows_in_gardens	sl	crescono_in_un_orto
peas	vegetable	piselli	s132	7		8	grows_in_countryside	sl	crescono_in_campagna
horse	mammal	cavallo	s132	8		1	is_fast	iep	corre_molto_veloce
horse	mammal	cavallo	s132	8		2	is_large	ese	è_abbastanza_grande
horse	mammal	cavallo	s132	8		3	beh_-_eats_hay	eb	si_nutre_di_biada
horse	mammal	cavallo	s132	8		4	is_strong	iep	è_molto_resistente
horse	mammal	cavallo	s132	8		5	is_domestic	sr	viene_allevato
pineapple	fruit	ananas	s132	9		1	is_juicy	esi	molto_succosa
pineapple	fruit	ananas	s132	9		2	is_large	ese	abbastanza_grande
pineapple	fruit	ananas	s132	9		3	has_a_hard_skin	ece	coriacea_all'esterno
pineapple	fruit	ananas	s132	9		4	is_rare	io	non_di_facile_reperibilità
church	building	chiesa	s132	10		1	is_large	ese	molto_grande
church	building	chiesa	s132	10		2	used_by_many_people	sp	ci_si_riuniscono_molte_persone_della_stessa_fede
church	building	chiesa	s132	10		3	is_architectonically_complex	ese	architettonicamente_complessa
airplane	vehicle	aeroplano	s132	11		1	is_fast	iep	molto_veloce
airplane	vehicle	aeroplano	s132	11		2	is_large	ese	molto_capiente
airplane	vehicle	aeroplano	s132	11		3	requires_gasoline	ic	consuma_molto_carburante
airplane	vehicle	aeroplano	s132	11		4	has_wings	ece	ha_le_ali
garage	building	garage	s132	12		1	is_large	ese	è_spazioso
garage	building	garage	s132	12		2	used_for_storing_cars	sf	serve_a_contenere_automobili
garage	building	garage	s132	12		3	used_for_storing	sf	si_usa_come_ripostiglio
garage	building	garage	s132	12		4	has_a_door	ece	ha_una_porta
finger	bodypart	dito	s132	13		1	used_for_pointing	sf	si_usa_per_indicare
finger	bodypart	dito	s132	13		2	used_for_grasping	sf	si_usa_per_afferrare
finger	bodypart	dito	s132	13		3	used_for_cleaning_the_nose	sa	si_usa_per_scaccolarsi
finger	bodypart	dito	s132	13		4	used_for_taking_the_temperature	sf	si_usa_per_misurare_la_temperatura
spinach	vegetable	spinaci	s132	14		1	is_green	ese	sono_verdi
spinach	vegetable	spinaci	s132	14		2	is_edible	sa	sono_commestibili
spinach	vegetable	spinaci	s132	14		3	is_cheap	ie	sono_economici
